gene1,gene2,score
BAK1,NCL,-0.497651898
HOXB9,BAK1,-0.497643936
SAMD1,ISL2,-0.497638374
DLX2,CBFA2T3,-0.497608164
CLDN6,FOXF1,-0.497577037
CDKN1C,CITED1,-0.497576746
CELF2,AHR,-0.49756248
FOXF1,KIAA1804,-0.497554088
RREB1,PRDM1,-0.497535584
KIF18B,COL2A1,-0.497533542
PRDM1,negative,-0.497517246
CDKN1C,BAK1,-0.497487818
SLC6A9,TP73,-0.497482964
ZBTB1,STIL,-0.49748198
CKS1B,ATL1,-0.497480944
FOXA3,CNNM4,-0.497468999
FOXA3,PRTG,-0.49746817
TP73,IER5L,-0.497461423
STIL,PRDM1,-0.497459293
HOXC13,TMSB4X,-0.497442014
PRTG,UBASH3A,-0.497433269
RHOXF2B,BCORL1,-0.497421766
CBFA2T3,SPI1,-0.497417543
COL1A1,negative,-0.497416136
TP73,STIL,-0.497393411
SPI1,negative,-0.497388675
COL1A1,HK2,-0.497360318
C3orf72,C3orf72,-0.497359347
PTPN1,PEG10,-0.497335881
COL2A1,IGDCC3,-0.49732194
OSR2,DLX2,-0.497310657
FOXA1,CITED1,-0.497306046
IKZF3,ISL2,-0.497305341
SAMD1,HNF4A,-0.497295994
ARRDC3,ZBTB10,-0.497288539
SPI1,RUNX1T1,-0.497274028
FOXF1,CEBPE,-0.497267176
PTPN9,IKZF3,-0.497260091
PRDM1,HK2,-0.497252696
KIAA1804,IRF1,-0.497229912
AHR,FOSB,-0.497188221
DUSP9,PTPN1,-0.497181305
IKZF3,BCL2L11,-0.497160426
FOXO4,RREB1,-0.497158047
IGDCC3,S1PR2,-0.497157784
LHX1,DLX2,-0.497150661
PLEKHO2,SPI1,-0.497144971
C3orf72,PTPN12,-0.497127223
SLC4A1,SAMD1,-0.497112416
CBL,ARID1A,-0.497106963
CDKN1C,RREB1,-0.497103417
IKZF3,IKZF3,-0.497099015
FOXL2,SPI1,-0.497072599
CITED1,BAK1,-0.497070479
RHOXF2B,IER5L,-0.497058939
CITED1,FOXA1,-0.497057875
C3orf72,ATL1,-0.497030065
RREB1,HNF4A,-0.497003411
UBASH3A,SPI1,-0.496994872
ATL1,KIAA1804,-0.496986705
SPI1,CDKN1B,-0.496976372
negative,IKZF3,-0.496968465
BAK1,BAK1,-0.496963682
CEBPB,RREB1,-0.496947832
IGDCC3,POU3F2,-0.496939921
HNF4A,MAP4K5,-0.496938452
IGDCC3,ARID1A,-0.496928972
HNF4A,CDKN1C,-0.4969191
SAMD1,PTPN1,-0.496893583
RREB1,HOXC13,-0.496886502
SAMD1,KIAA1804,-0.496884444
JUN,BCL2L11,-0.49688322
IGDCC3,ARRDC3,-0.49685824
HNF4A,HK2,-0.496851455
CDKN1B,SLC4A1,-0.496834382
IER5L,DUSP9,-0.49682989
CBL,PRDM1,-0.496819324
IKZF3,CDKN1B,-0.496766086
CEBPE,S1PR2,-0.496733572
RHOXF2B,KIF2C,-0.496732298
DLX2,FOXO4,-0.496713548
SNAI1,CDKN1C,-0.496702546
ARID1A,CDKN1A,-0.496698426
BPGM,CEBPA,-0.496680103
TSC22D1,SLC4A1,-0.496654841
SAMD1,NIT1,-0.496634454
ATL1,TSC22D1,-0.496624704
ATL1,KIF2C,-0.496622701
FOXO4,negative,-0.496616211
C19orf26,POU3F2,-0.496613877
CEBPE,MAP2K3,-0.496603032
CDKN1A,ZBTB10,-0.496591211
IKZF3,TSC22D1,-0.496563765
CEBPE,PTPN9,-0.496563158
HOXB9,KIAA1804,-0.496557735
COL2A1,FEV,-0.496555653
COL1A1,LYL1,-0.496547654
HNF4A,PLEKHO2,-0.496535858
S1PR2,PRDM1,-0.496530415
SPI1,FOXL2,-0.496519407
CEBPE,MAML2,-0.496513424
BAK1,FOXF1,-0.496505671
MEIS1,CDKN1C,-0.496502345
HOXB9,AHR,-0.496498108
PEG10,C3orf72,-0.496491912
CDKN1C,HNF4A,-0.496476633
BAK1,PRDM1,-0.496464814
HNF4A,FOXO4,-0.4964366
PRTG,SET,-0.496423825
UBASH3B,SLC4A1,-0.49641946
PTPN1,ARID1A,-0.496407851
PRDM1,UBASH3A,-0.496401346
IER5L,MIDN,-0.496398942
PRDM1,BCORL1,-0.49639551
MIDN,KIAA1804,-0.496373441
ZBTB10,FOXO4,-0.496371861
IER5L,ARRDC3,-0.496359918
PTPN1,BAK1,-0.496359248
SET,FEV,-0.49635529
TBX3,HOXC13,-0.496352337
HOXA13,ARRDC3,-0.496349704
RHOXF2B,MAP4K3,-0.496347385
PRDM1,CDKN1A,-0.496325211
RREB1,FOXA1,-0.496317128
HNF4A,RHOXF2B,-0.496312402
IRF1,SET,-0.49628836
STIL,PLK4,-0.496283688
LYL1,SLC4A1,-0.496271372
CEBPB,AHR,-0.496238901
CBFA2T3,AHR,-0.496216768
CEBPB,PIK3CB,-0.496213049
HES7,TBX2,-0.496199882
IKZF3,negative,-0.496171046
FOXO4,KIF18B,-0.496165771
MAP4K5,JUN,-0.496162958
IGDCC3,COL2A1,-0.496161891
S1PR2,CEBPE,-0.496156175
CDKN1A,ATL1,-0.496136931
BAK1,C19orf26,-0.496099931
IKZF3,GLB1L2,-0.496088587
CEBPE,MCOLN3,-0.496063529
TBX2,JUN,-0.496057616
PLEKHO2,ZBTB1,-0.496048662
CDKN1B,CEBPA,-0.496038345
FOXA3,ZNF318,-0.496029971
C3orf72,ARRDC3,-0.496012394
STIL,IRF1,-0.496003493
MAP2K3,TP73,-0.495997163
PRTG,PLEKHO2,-0.495996101
SPI1,TMSB4X,-0.495972257
JUN,ZBTB10,-0.495955515
ARID1A,BPGM,-0.495951947
BCORL1,FOXO4,-0.495931875
IKZF3,UBASH3A,-0.495907041
FOXO4,PTPN1,-0.495904038
POU3F2,KIAA1804,-0.49589047
MCOLN3,SPI1,-0.49583653
PTPN13,STIL,-0.495826761
JUN,FOXA3,-0.495814657
IER5L,HOXC13,-0.495793841
TSC22D1,SPI1,-0.495789628
PIK3CB,IKZF3,-0.495789208
AHR,CBL,-0.495786717
SET,ATL1,-0.495785513
FOXA1,BAK1,-0.495775406
HK2,PRDM1,-0.495762723
FOSB,HES7,-0.495752222
CNN1,CBL,-0.495732199
MAP4K5,COL2A1,-0.495725296
KIF18B,HOXC13,-0.4957069
TBX3,SLC4A1,-0.495701051
FOXO4,UBASH3B,-0.495700167
DUSP9,C19orf26,-0.495682881
FOXO4,ZNF318,-0.495664065
AHR,LYL1,-0.495663956
C19orf26,SPI1,-0.49564678
HOXB9,SGK1,-0.495643419
SAMD1,SPI1,-0.495605053
UBASH3A,HES7,-0.495586281
PRDM1,ETS2,-0.49557929
CEBPB,PTPN12,-0.495512719
HOXA13,TMEM173,-0.495507554
SPI1,DLX2,-0.495493355
OSR2,STIL,-0.495478392
FOSB,PLEKHO2,-0.495466749
DUSP9,UBASH3B,-0.49545926
CEBPB,JUN,-0.495455234
MAPK1,HOXB9,-0.495444453
C3orf72,KLF1,-0.495409857
CBL,RHOXF2B,-0.495404733
ZBTB1,DUSP9,-0.495388919
ZBTB1,DUSP9,-0.495373061
CEBPB,negative,-0.49536353
MIDN,CITED1,-0.495348782
FEV,CEBPE,-0.495320504
C19orf26,HNF4A,-0.495315286
OSR2,HOXC13,-0.495314164
PRDM1,CELF2,-0.49530757
NCL,HOXC13,-0.495303619
MIDN,FEV,-0.49530243
TMSB4X,SLC4A1,-0.495267755
FOXF1,FOXA3,-0.495265952
HES7,PTPN12,-0.495257446
FEV,ZBTB10,-0.495245817
TGFBR2,HOXA13,-0.495238286
FOSB,AHR,-0.495228618
PLK4,HOXC13,-0.495220302
DLX2,KIAA1804,-0.495216404
CEBPB,COL1A1,-0.495203067
KIAA1804,NIT1,-0.495194231
PRDM1,PTPN9,-0.495184871
JUN,UBASH3B,-0.495184166
LHX1,COL2A1,-0.495181274
FOXO4,KMT2A,-0.49514537
IKZF3,CDKN1C,-0.495142544
KIF2C,KIF18B,-0.49513641
ARID1A,CEBPA,-0.495128449
CNN1,PRTG,-0.495110624
PRTG,HOXC13,-0.495100737
SET,HES7,-0.495096371
SLC38A2,BAK1,-0.495084229
FOXO4,CEBPE,-0.495074624
SPI1,SGK1,-0.495058264
PTPN9,ATL1,-0.495040545
CNN1,ZBTB10,-0.495022617
HOXC13,GCH1,-0.494998825
COL2A1,DLX2,-0.494985039
HOXC13,PTPN13,-0.494973542
HES7,BCR,-0.494955324
LYL1,BAK1,-0.494902539
SLC38A2,RHOXF2B,-0.49487812
ARRDC3,FOXL2,-0.494871277
HOXC13,IRF1,-0.494863564
MIDN,DLX2,-0.494852897
SAMD1,JUN,-0.494812395
negative,ZBTB10,-0.494807452
ZNF318,PRTG,-0.49478611
negative,CEBPA,-0.494781292
ARID1A,KIAA1804,-0.49477968
NCL,FOXL2,-0.494761289
HOXC13,BCR,-0.49474349
ZBTB10,TGFBR2,-0.494711197
PTPN1,ZBTB25,-0.494710761
ZBTB1,SPI1,-0.494710683
FOSB,RHOXF2B,-0.494692837
MCOLN3,FOXO4,-0.49468106
CNN1,CBL,-0.494673201
SPI1,S1PR2,-0.494670446
SGK1,FOXL2,-0.494663247
FOSB,FOXL2,-0.494644146
MIDN,SPI1,-0.494621927
ELMSAN1,SLC4A1,-0.494594144
TSC22D1,CEBPE,-0.494565567
HNF4A,TMSB4X,-0.494562558
MAP4K3,IKZF3,-0.494552923
RHOXF2B,PLK4,-0.494546918
RREB1,POU3F2,-0.494543367
ATL1,IRF1,-0.494543203
CDKN1B,IKZF3,-0.494540847
FOXO4,ATL1,-0.494524138
C3orf72,CNN1,-0.494513983
FOXO4,COL2A1,-0.494483841
COL1A1,EGR1,-0.494479791
FOSB,KIAA1804,-0.494479431
LHX1,SPI1,-0.494478439
CEBPB,MAP2K6,-0.494444796
SPI1,MAP7D1,-0.494434273
PRDM1,ARID1A,-0.494424483
NIT1,AHR,-0.494412313
CITED1,PLEKHO2,-0.494397916
S1PR2,CDKN1C,-0.494397124
HNF4A,HOXB9,-0.494387817
JUN,IGDCC3,-0.494356612
JUN,FOXA1,-0.494349519
UBASH3B,HOXC13,-0.494342393
UBASH3A,SPI1,-0.494342261
NCL,AHR,-0.494330488
SPI1,PLK4,-0.494301933
ATL1,KMT2A,-0.49428099
OSR2,MAPK1,-0.494265838
RREB1,PRTG,-0.494240811
IGDCC3,NCL,-0.494237165
PRDM1,BAK1,-0.4942362
COL1A1,FOXO4,-0.49422236
COL2A1,MAP7D1,-0.494215868
UBASH3B,HES7,-0.494214053
TGFBR2,SPI1,-0.49421367
HES7,PRTG,-0.494199701
IKZF3,OSR2,-0.494193201
HES7,negative,-0.494177959
POU3F2,C3orf72,-0.494170059
HNF4A,KMT2A,-0.494144272
KIF18B,KIF2C,-0.494141781
OSR2,ATL1,-0.494129856
TBX3,C3orf72,-0.49408981
PEG10,PRDM1,-0.494078649
DLX2,FOXL2,-0.494054155
SPI1,CBFA2T3,-0.494054013
COL2A1,PRDM1,-0.494019601
HNF4A,HOXB9,-0.493993804
FOXO4,UBASH3B,-0.493992595
JUN,FOXL2,-0.493969137
FOXL2,KIAA1804,-0.493958506
CDKN1C,PLEKHO2,-0.493957393
PRTG,CKS1B,-0.493907245
IRF1,SLC4A1,-0.493891204
HOXA13,TGFBR2,-0.493890525
MIDN,COL2A1,-0.493869618
JUN,FOXO4,-0.493858246
HES7,PLK4,-0.49384085
UBASH3A,HNF4A,-0.493840652
CITED1,EGR1,-0.493814402
PEG10,HES7,-0.493808634
BAK1,FEV,-0.493807077
TSC22D1,PRDM1,-0.493781581
KIAA1804,CNNM4,-0.493781427
HES7,SLC6A9,-0.493772042
SET,HOXC13,-0.493726075
JUN,BPGM,-0.493718422
PRTG,FOSB,-0.493706369
NIT1,CEBPE,-0.493697363
ZBTB10,CDKN1B,-0.493697303
HES7,FOSB,-0.49369323
RREB1,PTPN13,-0.493679069
POU3F2,COL2A1,-0.493662862
TP73,ARRDC3,-0.493657452
FOXL2,RHOXF2B,-0.493623434
HOXC13,C19orf26,-0.493619394
RREB1,RREB1,-0.493613493
FOXO4,PTPN12,-0.493607361
ATL1,PLK4,-0.493604615
KIAA1804,COL2A1,-0.493600911
KIAA1804,CBFA2T3,-0.49359996
MIDN,FOXA1,-0.493595492
CDKN1C,HOXA13,-0.493577388
MAPK1,ATL1,-0.493559311
C3orf72,FOXO4,-0.493551142
MIDN,RHOXF2B,-0.493549354
UBASH3A,BAK1,-0.493537227
TMEM173,TP73,-0.49353159
HOXC13,negative,-0.49351242
ATL1,CDKN1C,-0.493504359
HOXB9,IER5L,-0.493494707
DUSP9,COL1A1,-0.493484519
ATL1,TBX3,-0.493474927
ZBTB25,DUSP9,-0.493472114
ARID1A,FOXO4,-0.493428728
JUN,TP73,-0.493416107
TBX3,ZBTB10,-0.493416107
CITED1,HES7,-0.493410523
SPI1,DLX2,-0.493409369
STIL,ISL2,-0.493408668
UBASH3B,SPI1,-0.493404429
PRDM1,PEG10,-0.493383339
HNF4A,ZNF318,-0.493341729
CEBPE,FOXA1,-0.493336989
C3orf72,negative,-0.493328525
HNF4A,CITED1,-0.493326645
ISL2,RREB1,-0.493323906
BPGM,SLC4A1,-0.49330891
RHOXF2B,SLC6A9,-0.493294689
TBX2,BAK1,-0.4932907
RUNX1T1,CEBPA,-0.493279124
SPI1,IGDCC3,-0.493273156
CDKN1A,SLC4A1,-0.493270741
C3orf72,MAP7D1,-0.493253167
PEG10,JUN,-0.493239986
SLC4A1,CITED1,-0.493235335
FOXO4,BPGM,-0.493179662
COL1A1,POU3F2,-0.493169953
STIL,CBFA2T3,-0.493159363
HK2,ATL1,-0.493119989
PLK4,DUSP9,-0.493106955
SLC4A1,TSC22D1,-0.493104343
AHR,CBFA2T3,-0.493092322
PRTG,FOXO4,-0.493090714
LYL1,TP73,-0.49308059
ZBTB10,BAK1,-0.493071649
BAK1,CNN1,-0.493062905
HOXA13,NCL,-0.493058414
UBASH3B,COL1A1,-0.493044716
PTPN1,NCL,-0.493042796
PRTG,HOXB9,-0.493038853
CNN1,PLEKHO2,-0.49302024
SPI1,OSR2,-0.493018282
SAMD1,POU3F2,-0.493008985
GCH1,IKZF3,-0.493000741
IER5L,ETS2,-0.492995156
CBL,ATL1,-0.492988078
LHX1,POU3F2,-0.492984533
MIDN,ATL1,-0.492983745
STIL,BCL2L11,-0.492933552
SPI1,PTPN1,-0.492932677
HNF4A,FOXA1,-0.492930141
IRF1,RREB1,-0.492918022
RREB1,SPI1,-0.492915584
PRTG,ETS2,-0.492902738
HOXB9,HOXA13,-0.492898396
ZBTB10,PTPN1,-0.492892187
BCL2L11,SPI1,-0.492887584
NCL,ARID1A,-0.49287135
MAP4K5,PRDM1,-0.492867088
ZBTB10,MAPK1,-0.492855672
NCL,HOXC13,-0.492836667
RHOXF2B,IGDCC3,-0.492832811
TGFBR2,TP73,-0.492792169
RHOXF2B,PTPN12,-0.492782761
AHR,KMT2A,-0.492761971
BAK1,negative,-0.492759671
BAK1,CITED1,-0.492757152
CEBPE,EGR1,-0.492744917
FOXA3,MAP7D1,-0.492743476
PRDM1,KIAA1804,-0.492717518
RUNX1T1,SNAI1,-0.49269539
MIDN,CEBPB,-0.492690408
PTPN9,C3orf72,-0.492684767
LHX1,COL1A1,-0.492660592
HOXA13,TMEM173,-0.492658129
COL2A1,CDKN1B,-0.492649334
ATL1,COL1A1,-0.492646543
CKS1B,SET,-0.492644118
BPGM,BAK1,-0.49263911
AHR,ARRDC3,-0.492623944
HES7,GCH1,-0.492615498
FOXA3,CLDN6,-0.492606918
KIF18B,CITED1,-0.492595591
ZBTB10,ZBTB1,-0.49258322
MAP7D1,BAK1,-0.492565783
PLEKHO2,ISL2,-0.492526492
PLEKHO2,NIT1,-0.49252293
AHR,CBFA2T3,-0.492516108
FOXA1,JUN,-0.492512567
COL2A1,KIF2C,-0.492509364
IGDCC3,FOXO4,-0.492506009
CEBPB,UBASH3B,-0.49250105
HNF4A,FOXA1,-0.492468177
SPI1,BCR,-0.492458977
CELF2,IKZF3,-0.49244439
CEBPB,PLEKHO2,-0.492436002
MAP4K3,SNAI1,-0.492429856
FOXF1,ATL1,-0.492425889
MIDN,PEG10,-0.492410919
MEIS1,HOXC13,-0.492407897
ZBTB10,ARRDC3,-0.492404237
IKZF3,BCR,-0.492393061
negative,BAK1,-0.492370602
CDKN1C,COL2A1,-0.492363334
FOXL2,S1PR2,-0.492350893
KIF2C,SPI1,-0.492349375
KIF18B,CEBPE,-0.492339985
OSR2,SPI1,-0.492338579
IER5L,HNF4A,-0.492328373
SET,C3orf72,-0.492311568
FOXF1,TBX3,-0.492311429
POU3F2,IGDCC3,-0.492282126
HNF4A,TSC22D1,-0.492279602
CEBPA,ISL2,-0.492271124
HES7,FOSB,-0.49226065
ZNF318,PLEKHO2,-0.492230527
HNF4A,negative,-0.492220158
CNNM4,HOXC13,-0.492219966
HNF4A,IKZF3,-0.492214836
MIDN,PLK4,-0.492213257
TGFBR2,ATL1,-0.492206246
SLC4A1,BAK1,-0.492205147
KIF18B,COL2A1,-0.492193551
BAK1,IER5L,-0.49217549
COL1A1,RHOXF2B,-0.492175012
ZBTB10,ISL2,-0.49217285
C19orf26,HOXC13,-0.492125166
ARID1A,PLEKHO2,-0.49211745
CDKN1C,KIF2C,-0.492112318
PRDM1,TSC22D1,-0.492093453
DUSP9,CLDN6,-0.492074521
CITED1,PRDM1,-0.492034262
IGDCC3,IER5L,-0.492028744
DUSP9,TBX3,-0.492022058
COL2A1,C19orf26,-0.492002512
negative,IKZF3,-0.491999491
PRTG,MIDN,-0.491979202
CLDN6,IGDCC3,-0.491978308
CNN1,RHOXF2B,-0.491971487
FOXA1,CBFA2T3,-0.491964501
FOXA3,ZNF318,-0.491962591
MEIS1,RHOXF2B,-0.491962151
RHOXF2B,UBASH3B,-0.491937509
JUN,AHR,-0.491927941
SNAI1,NIT1,-0.491927516
FOXO4,ZBTB1,-0.491908124
HES7,UBASH3A,-0.491868248
HOXB9,SPI1,-0.491864181
HOXC13,PTPN9,-0.491854128
HNF4A,MCOLN3,-0.491846725
IRF1,JUN,-0.491835531
CDKN1B,IKZF3,-0.491785996
SPI1,IGDCC3,-0.491772765
RHOXF2B,FOSB,-0.491769232
FOXO4,CITED1,-0.491765426
ATL1,TMSB4X,-0.491746218
MEIS1,AHR,-0.491730147
LYL1,IER5L,-0.491724019
FOXO4,PTPN1,-0.491717204
CLDN6,MIDN,-0.491700169
POU3F2,ARID1A,-0.491698134
CEBPE,PRTG,-0.491687144
SLC4A1,CDKN1C,-0.491682381
POU3F2,JUN,-0.491661395
HK2,PRDM1,-0.491657085
FOXF1,AHR,-0.49164442
SET,MIDN,-0.491640747
KIF18B,HNF4A,-0.491631571
HOXB9,ARRDC3,-0.491625224
ZBTB10,CBL,-0.491604236
FEV,FOXA3,-0.49160253
CLDN6,KIF18B,-0.491601876
HOXC13,DUSP9,-0.491584435
UBASH3A,IKZF3,-0.491574635
MAP4K5,IKZF3,-0.491561567
ARID1A,ARRDC3,-0.491561029
PLEKHO2,PLEKHO2,-0.491555485
COL2A1,HOXB9,-0.491515397
SPI1,TGFBR2,-0.491506404
PLEKHO2,FOXO4,-0.49144184
STIL,MEIS1,-0.491409503
PTPN9,SLC4A1,-0.491373137
IKZF3,CELF2,-0.491348651
CEBPE,KLF1,-0.49133611
IGDCC3,TSC22D1,-0.491317709
COL2A1,CDKN1C,-0.49129373
HNF4A,negative,-0.491293696
HES7,CNN1,-0.49127867
HES7,SGK1,-0.491277089
SNAI1,MCOLN3,-0.491251893
POU3F2,PLEKHO2,-0.491248406
OSR2,SET,-0.491241856
IKZF3,BAK1,-0.49124129
PTPN13,TP73,-0.491225784
HOXA13,MIDN,-0.49119397
NIT1,CNNM4,-0.491172331
RREB1,CLDN6,-0.491161161
MAPK1,ARID1A,-0.491156108
FOXO4,PTPN13,-0.491152882
BAK1,ETS2,-0.491145256
FOXA3,HOXB9,-0.49112914
SPI1,LYL1,-0.491126071
IKZF3,KIF2C,-0.491116422
MAP4K5,HOXC13,-0.491110232
SLC4A1,negative,-0.491071246
ZBTB10,negative,-0.491061693
NCL,AHR,-0.491052394
CEBPB,PRDM1,-0.491024129
FEV,POU3F2,-0.491006259
ATL1,negative,-0.490992493
MEIS1,PRDM1,-0.490976914
CDKN1A,C3orf72,-0.490933426
CDKN1A,CDKN1A,-0.490930642
GCH1,ZBTB10,-0.490928671
ZBTB10,KIF18B,-0.490916807
PRTG,CNNM4,-0.490914902
CELF2,CEBPA,-0.49091324
PLK4,HES7,-0.490901654
CNNM4,FOXL2,-0.490893015
ARID1A,S1PR2,-0.490892881
HOXC13,ZBTB25,-0.490887892
C19orf26,HNF4A,-0.490873757
SLC6A9,HOXC13,-0.49087304
CELF2,ATL1,-0.490861913
HOXC13,KIF2C,-0.490860972
KIF2C,HNF4A,-0.490853954
BCR,PRDM1,-0.490852462
FOXA3,RHOXF2B,-0.490813918
RREB1,SLC4A1,-0.490808691
CLDN6,SNAI1,-0.4908005
IKZF3,HOXC13,-0.490771172
FEV,CITED1,-0.490768187
KIAA1804,IGDCC3,-0.490725905
KIF18B,CITED1,-0.490724466
MCOLN3,SPI1,-0.490710317
OSR2,RHOXF2B,-0.490701647
FOXA1,LHX1,-0.490694792
PTPN13,HNF4A,-0.49069002
RUNX1T1,NIT1,-0.49068819
MAP4K5,ZBTB10,-0.490684997
CITED1,COL2A1,-0.490678532
PRTG,AHR,-0.490671046
SPI1,HK2,-0.490655402
FOXA3,GLB1L2,-0.490655193
PRDM1,CBL,-0.490646531
RHOXF2B,IER5L,-0.490627184
CLDN6,POU3F2,-0.490621761
HNF4A,CBL,-0.490608645
PTPN1,C3orf72,-0.490606496
JUN,ISL2,-0.49060058
SET,DUSP9,-0.490592739
MAP2K6,C3orf72,-0.490569852
PLEKHO2,CDKN1C,-0.490558105
negative,HNF4A,-0.490554484
negative,SLC4A1,-0.490549409
ATL1,CDKN1A,-0.49053277
CDKN1C,PIK3CB,-0.490517122
DUSP9,OSR2,-0.490501179
PTPN1,ZBTB25,-0.490486963
FOXA3,COL1A1,-0.490466714
UBASH3B,BAK1,-0.490450669
ELMSAN1,NIT1,-0.490448152
SAMD1,HNF4A,-0.490406583
TSC22D1,IKZF3,-0.490379261
DUSP9,FOXA3,-0.490375634
ZBTB25,PRTG,-0.490374114
CELF2,HNF4A,-0.490372067
KIF2C,CEBPE,-0.490365282
HOXB9,CEBPE,-0.49036371
HES7,BCR,-0.490360365
IKZF3,RUNX1T1,-0.490356904
HOXB9,HES7,-0.490323843
IER5L,COL2A1,-0.490306324
STIL,FOXO4,-0.490289878
CEBPA,GCH1,-0.490289088
C19orf26,COL2A1,-0.490284956
HNF4A,MAP7D1,-0.490262322
FOXF1,BAK1,-0.490243173
RREB1,FOXO4,-0.490216468
IKZF3,CDKN1A,-0.490211531
GLB1L2,PRDM1,-0.490194327
PRTG,KIAA1804,-0.490162895
EGR1,PLEKHO2,-0.490115978
HES7,MAPK1,-0.490112116
S1PR2,FOXO4,-0.490106519
SLC4A1,FOXL2,-0.490097241
BAK1,DLX2,-0.490053046
JUN,MAP4K5,-0.490036012
ISL2,BAK1,-0.490034339
negative,ATL1,-0.489994296
BCL2L11,IRF1,-0.489992297
FOXL2,TP73,-0.489989109
ZBTB1,SPI1,-0.489985001
AHR,FOXA1,-0.489984555
HOXC13,GLB1L2,-0.489981697
RHOXF2B,RHOXF2B,-0.4899344
DUSP9,CNNM4,-0.489933862
HOXC13,KIF2C,-0.489928392
CSRNP1,CEBPA,-0.489885799
BCORL1,SLC4A1,-0.489885147
LHX1,CDKN1B,-0.489855079
ARID1A,DLX2,-0.48985155
KIAA1804,DLX2,-0.489848934
CLDN6,CEBPE,-0.489844128
FOXO4,HOXB9,-0.489839293
CDKN1C,TGFBR2,-0.4898344
UBASH3B,SLC4A1,-0.489832027
HNF4A,ATL1,-0.489824056
CDKN1A,FOXF1,-0.489823242
CEBPE,CDKN1A,-0.489820332
BAK1,NCL,-0.489819953
ZBTB1,HOXC13,-0.489818294
MAP4K3,PRTG,-0.489775679
NIT1,HNF4A,-0.489767925
HOXB9,AHR,-0.48975566
DLX2,BAK1,-0.489754165
SAMD1,TGFBR2,-0.489726746
HES7,S1PR2,-0.489717561
COL1A1,RHOXF2B,-0.489711835
PLEKHO2,ARID1A,-0.489698038
PRDM1,EGR1,-0.489691516
MIDN,IRF1,-0.489680682
FOXL2,C3orf72,-0.489669181
FOXA3,TP73,-0.489663787
HK2,ATL1,-0.489641991
FOSB,HES7,-0.489631802
LHX1,HOXB9,-0.48962842
CEBPE,MAP4K5,-0.489608833
CBFA2T3,POU3F2,-0.489581149
AHR,PLEKHO2,-0.489550194
ATL1,C19orf26,-0.489544008
GLB1L2,COL2A1,-0.489517399
MIDN,LHX1,-0.489509145
ARID1A,STIL,-0.489506824
ARID1A,FOXA3,-0.489495875
PLEKHO2,PIK3CB,-0.489481986
HNF4A,OSR2,-0.489474881
HOXC13,ZBTB1,-0.489463942
IKZF3,MCOLN3,-0.489452397
LYL1,NIT1,-0.489443298
FOXO4,negative,-0.489428334
CEBPE,CITED1,-0.489413846
HOXC13,negative,-0.489411219
C3orf72,CELF2,-0.489410987
ATL1,CDKN1A,-0.489408337
AHR,IRF1,-0.489400627
RREB1,ISL2,-0.489397972
RREB1,KIAA1804,-0.489379129
MEIS1,HOXA13,-0.489349301
CKS1B,ZBTB10,-0.489344324
FOXF1,AHR,-0.489335477
TGFBR2,ZBTB10,-0.489326231
BAK1,CBL,-0.489324859
MEIS1,AHR,-0.489322616
FOXO4,SGK1,-0.489315127
CLDN6,CITED1,-0.489312388
FOXL2,NCL,-0.489294757
C3orf72,MAP4K5,-0.489289717
HOXC13,RUNX1T1,-0.489269005
ATL1,BPGM,-0.489264224
CLDN6,COL2A1,-0.489232831
KIAA1804,HNF4A,-0.489232583
FOXA3,CBL,-0.489229782
CEBPE,CBFA2T3,-0.489201366
ATL1,UBASH3A,-0.489170063
IGDCC3,TBX3,-0.489153738
FOXA3,NCL,-0.4891361
CELF2,ZBTB10,-0.489120054
negative,ATL1,-0.489112544
CITED1,HNF4A,-0.48911203
SAMD1,FOXO4,-0.489085022
IKZF3,ETS2,-0.489076551
CEBPB,SLC38A2,-0.489038898
CEBPE,SLC4A1,-0.489020365
FOXL2,EGR1,-0.489002279
CDKN1B,PRTG,-0.4890016
RREB1,RHOXF2B,-0.488993361
IER5L,FOXA1,-0.488979092
negative,PRDM1,-0.488968496
TBX3,FOXA1,-0.488952486
ETS2,HOXA13,-0.488934511
CEBPE,CELF2,-0.488933225
negative,PRDM1,-0.488902458
C19orf26,ATL1,-0.488902088
SPI1,GCH1,-0.488883278
KIAA1804,HOXB9,-0.488872648
RHOXF2B,FOXA3,-0.488857937
BAK1,CNNM4,-0.488845744
CEBPE,IGDCC3,-0.488827935
SAMD1,IKZF3,-0.488809075
NCL,PTPN1,-0.48880402
RREB1,HNF4A,-0.488794963
COL1A1,LHX1,-0.488790419
RUNX1T1,IKZF3,-0.488784983
MIDN,ZNF318,-0.488776226
ATL1,PTPN9,-0.488768336
IGDCC3,RHOXF2B,-0.488743321
IKZF3,TBX3,-0.488740679
C19orf26,JUN,-0.488740306
ZBTB1,TP73,-0.488735867
AHR,IRF1,-0.488728884
ZBTB10,SLC4A1,-0.488727581
CBFA2T3,MIDN,-0.488723665
CITED1,CBFA2T3,-0.488708265
CELF2,COL1A1,-0.488694551
GLB1L2,ATL1,-0.488692837
MAP7D1,SLC4A1,-0.488688908
BAK1,FOXA1,-0.488679231
HOXB9,FOXA1,-0.48867795
CDKN1B,CEBPE,-0.488670593
SET,MIDN,-0.488663091
PTPN12,C3orf72,-0.488653111
ARID1A,ISL2,-0.488633709
AHR,RREB1,-0.488629087
